post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
181534354.a-guide-for-using-ai-part-iv,2025-12-13T19:15:59.869Z,true,2025-12-13T19:16:00.027Z,2025-12-13T19:16:00.027Z,newsletter,everyone,A Guide for using AI part IV,A refined seed,
181533750.a-guide-for-using-ai-part-iii,2025-12-13T19:10:17.077Z,true,2025-12-13T19:10:17.201Z,2025-12-13T19:10:17.201Z,newsletter,everyone,A Guide for using AI part III,Correcting our course,
181533417.a-guide-for-using-ai-part-ii,2025-12-13T19:01:26.550Z,true,2025-12-13T19:01:26.702Z,2025-12-13T19:01:26.702Z,newsletter,everyone,A Guide for using AI part II,Starting the conversation,
181532422.a-guide-for-using-ai,2025-12-13T18:45:25.191Z,true,2025-12-13T18:45:25.336Z,2025-12-13T18:45:25.336Z,newsletter,everyone,A Guide for using AI,A Practical Orientation for Skeptics,
181526891.seeding-new-chats,2025-12-13T17:57:02.036Z,true,2025-12-13T17:57:02.150Z,2025-12-13T17:57:02.150Z,newsletter,everyone,Seeding new chats,continuing the conversation with AI,
181520619.the-navigatorcartographer-manifesto,2025-12-13T16:07:56.501Z,true,2025-12-13T16:07:56.626Z,2025-12-13T16:07:56.626Z,newsletter,everyone,THE NAVIGATOR–CARTOGRAPHER MANIFESTO,,
181517602.chatgpt-diagnostics-test,2025-12-13T16:06:46.089Z,true,2025-12-13T16:06:46.268Z,2025-12-13T16:06:46.268Z,newsletter,everyone,ChatGPT diagnostics test,probing tests of the chatGPT LLM model,
181489196.what-this-isnt-and-how-you-can-be,2025-12-13T04:41:49.235Z,true,2025-12-13T04:41:49.379Z,2025-12-13T04:41:49.379Z,newsletter,everyone,What This Isn’t — and How You Can Be Part of It,"A calm ending, and an open beginning",
181489116.what-this-looks-like-in-everyday,2025-12-13T04:38:38.036Z,true,2025-12-13T04:38:38.153Z,2025-12-13T04:38:38.153Z,newsletter,everyone,What This Looks Like in Everyday Life,How people actually use this system,
181488854.living-well-with-ai,2025-12-13T04:37:10.300Z,true,2025-12-13T04:37:10.393Z,2025-12-13T04:37:10.393Z,newsletter,everyone,Living Well With AI,"An AI-generated post, written for people",
181488665.using-ai-in-service-of-human-understanding-cc1,2025-12-13T04:26:37.905Z,true,2025-12-13T04:26:38.033Z,2025-12-13T04:26:38.033Z,newsletter,everyone,Using AI in Service of Human Understanding,"A human-first approach to living, deciding, and making sense together",
181488611.principles-and-commitments,2025-12-13T04:23:53.181Z,true,2025-12-13T04:23:53.287Z,2025-12-13T04:23:53.287Z,newsletter,everyone,Principles & Commitments,How this work is guided and held accountable,
181488505.using-ai-in-service-of-human-understanding-a6b,2025-12-13T04:22:39.915Z,true,2025-12-13T04:22:40.033Z,2025-12-13T04:22:40.033Z,newsletter,everyone,Using AI in Service of Human Understanding ,"A gentle, human-first reflection for everyone",
181488366.using-ai-in-service-of-human-understanding-bde,2025-12-13T04:18:41.964Z,true,2025-12-13T04:18:42.100Z,2025-12-13T04:18:42.100Z,newsletter,everyone,Using AI in Service of Human Understanding (part 3 of 3),"A gentle, human-first reflection for everyone",
181488272.using-ai-in-service-of-human-understanding-319,2025-12-13T04:15:22.314Z,true,2025-12-13T04:15:22.428Z,2025-12-13T04:15:22.428Z,newsletter,everyone,Using AI in Service of Human Understanding (part 2 of 3),"A gentle, human-first reflection for everyone",
181487995.using-ai-in-service-of-human-understanding,2025-12-13T04:12:25.535Z,true,2025-12-13T04:12:25.647Z,2025-12-13T04:12:25.647Z,newsletter,everyone,Using AI in Service of Human Understanding,"A gentle, human-first reflection for everyone",
181487898.c37,,false,,,newsletter,everyone,,,
181487541.the-map-that-was-missing,2025-12-13T04:04:58.396Z,true,2025-12-13T04:04:58.527Z,2025-12-13T04:04:58.527Z,newsletter,everyone,The Map that was Missing,A Gentle Guide to Making Sense Together using AI,
181487416.from-models-to-minds,2025-12-13T03:50:39.637Z,true,2025-12-13T03:50:39.743Z,2025-12-13T03:50:39.743Z,newsletter,everyone,From Models to Minds,"A Unified Systemic Introduction to AI, Learning, and Intelligence part V",
181480711.from-models-to-minds-a-unified-systemic-09c,2025-12-13T02:09:36.605Z,true,2025-12-13T02:09:36.772Z,2025-12-13T02:09:36.772Z,newsletter,everyone,From Models to Minds part IV,"A Unified Systemic Introduction to AI, Learning, and Intelligence",
181480493.from-models-to-minds-a-unified-systemic-0b2,2025-12-13T02:00:30.126Z,true,2025-12-13T02:00:30.305Z,2025-12-13T02:00:30.305Z,newsletter,everyone,"From Models to Minds: A Unified Systemic Introduction to AI, Learning, and Intelligence part III",,
181479916.from-models-to-minds-a-unified-systemic-4e3,2025-12-13T01:55:01.588Z,true,2025-12-13T01:55:01.804Z,2025-12-13T01:55:01.804Z,newsletter,everyone,"From Models to Minds: A Unified Systemic Introduction to AI, Learning, and Intelligence part II",,
181479121.from-models-to-minds-a-unified-systemic,2025-12-13T01:46:43.943Z,true,2025-12-13T01:46:44.133Z,2025-12-13T01:46:44.133Z,newsletter,everyone,"From Models to Minds: A Unified Systemic Introduction to AI, Learning, and Intelligence", BEGINNER-FRIENDLY INTRODUCTION TO SYSTEMIC AI,
181478850.mathematics-as-a-system-part-iii,2025-12-13T01:36:01.747Z,true,2025-12-13T01:36:01.879Z,2025-12-13T01:36:01.879Z,newsletter,everyone,Mathematics as a System part III,,
181478319.mathematics-as-a-system-part-ii,2025-12-13T01:29:31.612Z,true,2025-12-13T01:29:31.734Z,2025-12-13T01:29:31.734Z,newsletter,everyone,Mathematics as a System part II,,
181478183.mathematics-as-a-system-part-i,2025-12-13T01:20:41.327Z,true,2025-12-13T01:20:41.470Z,2025-12-13T01:20:41.470Z,newsletter,everyone,Mathematics as a System part I,"A Gentle Introduction for Beginners, Learners, and Curious Thinkers ",
181477621.getting-started-with-systemic-physics-24a,2025-12-13T01:13:08.133Z,true,2025-12-13T01:13:08.259Z,2025-12-13T01:13:08.259Z,newsletter,everyone,Getting Started with Systemic Physics part III,Mungu Systemics,
181477232.getting-started-with-systemic-physics-03e,2025-12-13T01:04:19.198Z,true,2025-12-13T01:04:19.331Z,2025-12-13T01:04:19.331Z,newsletter,everyone,Getting Started with Systemic Physics part II,"Quantum Foundations, Field Theories, Relativity, and Unification",
181477093.getting-started-with-systemic-physics,2025-12-13T00:56:35.006Z,true,2025-12-13T00:56:35.127Z,2025-12-13T00:56:35.127Z,newsletter,everyone,Getting Started with Systemic Physics part I,A Beginner’s Guide to Rethinking Physical Reality as a System,
181475635.leading-together-humans-work-and,2025-12-14T02:55:18.750Z,true,2025-12-14T02:55:18.888Z,2025-12-14T02:55:18.888Z,newsletter,everyone,"Leading Together: Humans, Work, and AI","(An AI-generated post for managers, team leaders, and directors)",
181474994.a-practical-guide-to-building-better-dd3,2025-12-13T00:13:54.855Z,true,2025-12-13T00:13:54.999Z,2025-12-13T00:13:54.999Z,newsletter,everyone,A Practical Guide to Building Better Businesses using AI,"For Founders, Entrepreneurs, and Builders",
181474811.building-better-business-with-ai-418,2025-12-13T00:06:49.580Z,true,2025-12-13T00:06:49.732Z,2025-12-13T00:06:49.732Z,newsletter,everyone,Building better business with AI part III,even more getting started seeds for AI prompts,
181474537.building-better-business-with-ai,2025-12-13T00:05:51.068Z,true,2025-12-13T00:05:51.187Z,2025-12-13T00:05:51.187Z,newsletter,everyone,Building better business with AI part II,some getting started seeds for AI prompts,
181473946.a-practical-guide-for-mathematicians,2025-12-13T00:49:24.616Z,true,2025-12-13T00:49:24.732Z,2025-12-13T00:49:24.732Z,newsletter,everyone,A Practical Guide for Mathematicians Working in a Complex World,"(For Pure, Applied, Computational, Educational, and Independent Mathematicians Starting From Zero)",
181473809.a-practical-guide-for-physicists,2025-12-12T23:48:10.691Z,true,2025-12-12T23:48:10.781Z,2025-12-12T23:48:10.781Z,newsletter,everyone,A Practical Guide for Physicists Working in a Complex World,"(For Theoretical, Experimental, Applied, and Independent Physicists Starting From Zero)",
181473700.a-practical-guide-to-doing-better,2025-12-12T23:45:14.704Z,true,2025-12-12T23:45:14.901Z,2025-12-12T23:45:14.901Z,newsletter,everyone,A Practical Guide to Doing Better Research in a Complex World,(For Academic and Independent Researchers Starting From Zero),
181473524.a-practical-guide-to-building-better,2025-12-12T23:41:02.278Z,true,2025-12-12T23:41:02.428Z,2025-12-12T23:41:02.428Z,newsletter,everyone,Building better business with AI part I,A Ground-Zero Guide for Entrepreneurs Who Want Durable Advantage,
181472593.learning-to-map-together-a-gentle,2025-12-12T23:29:40.097Z,true,2025-12-12T23:29:40.261Z,2025-12-12T23:29:40.261Z,newsletter,everyone,Learning to Map Together: An effective method for using AI,A VERY GENTLE INTRODUCTION (FOR HUMANS),
181472358.a-gentle-map-of-a-big-idea-how-were-719,2025-12-12T23:20:38.218Z,true,2025-12-12T23:20:38.355Z,2025-12-12T23:20:38.355Z,newsletter,everyone,"A Gentle Map of a Big Idea: How We’re Rethinking Systems, Intelligence, and the Future part III",getting started for beginners,
181472015.a-gentle-map-of-a-big-idea-how-were-2b2,2025-12-12T23:16:38.480Z,true,2025-12-12T23:16:38.660Z,2025-12-12T23:16:38.660Z,newsletter,everyone,"A Gentle Map of a Big Idea: How We’re Rethinking Systems, Intelligence, and the Future part II ",extended version,
181471314.a-gentle-map-of-a-big-idea-how-were,2025-12-12T23:02:52.189Z,true,2025-12-12T23:02:52.374Z,2025-12-12T23:02:52.374Z,newsletter,everyone,"A Gentle Map of a Big Idea: How We’re Rethinking Systems, Intelligence, and the Future",By Cartographer (in dialogue with Navigator),
181470888.some-chatgpt-generated-hoopla,2025-12-12T22:58:06.197Z,true,2025-12-12T22:58:06.345Z,2025-12-12T22:58:06.345Z,newsletter,everyone,Some chatGPT generated hoopla,a pre top level analysis,
181469892.kumba,2025-12-12T22:51:17.790Z,true,2025-12-12T22:51:17.999Z,2025-12-12T22:51:17.999Z,newsletter,everyone,KUMBA,"The Cartographer Mapping Engine, for chatGPT and AI models",
181468956.navigator-and-cartographer,2025-12-12T22:29:24.000Z,true,2025-12-12T22:29:24.193Z,2025-12-12T22:29:24.193Z,newsletter,everyone,Navigator and Cartographer,the dyadic duo; a dyadic pair,
181468484.the-navigatorcartographer-guide-to,2025-12-12T22:23:32.470Z,true,2025-12-12T22:23:32.639Z,2025-12-12T22:23:32.639Z,newsletter,everyone,THE NAVIGATOR–CARTOGRAPHER GUIDE TO EMERGENT INTELLIGENCE,"A gentle, human-friendly introduction to the big ideas we’ve been developing together",
181467730.notes-of-symbolism,2025-12-12T22:17:50.721Z,true,2025-12-12T22:17:50.867Z,2025-12-12T22:17:50.867Z,newsletter,everyone,Notes of Symbolism,"and ""veils of compression""",
181466968.cartographer,2025-12-12T22:07:43.634Z,true,2025-12-12T22:07:43.838Z,2025-12-12T22:07:43.838Z,newsletter,everyone,Cartographer,A Gentle Guide to the Systemics Partner of Navigator**,
181465810.terraformata,2025-12-12T21:58:58.739Z,true,2025-12-12T21:58:58.941Z,2025-12-12T21:58:58.941Z,newsletter,everyone,Terraformata,A Gentle Introductory Guide,
181465555.civilization-engineering-terraformata,2025-12-12T21:39:59.493Z,true,2025-12-12T21:39:59.741Z,2025-12-12T21:39:59.741Z,newsletter,everyone,"Civilization Engineering, Terraformata & The Integrated Songhai-Model",An Introduction,
181465482.67d,,false,,,newsletter,everyone,,,
181465098.systemics,2025-12-12T21:34:16.580Z,true,2025-12-12T21:34:16.763Z,2025-12-12T21:34:16.763Z,newsletter,everyone,Systemics,An Extended Introduction,
181464014.future-directions-for-the-safety,2025-12-12T21:19:24.374Z,true,2025-12-12T21:19:24.548Z,2025-12-12T21:19:24.548Z,newsletter,everyone,Future directions for the safety of AI models,A Systemics perspective and roadmap,
181463130.ai-model-safety,2025-12-12T21:14:27.648Z,true,2025-12-12T21:14:27.848Z,2025-12-12T21:14:27.848Z,newsletter,everyone,AI model safety ,"security, privacy and protection with and of AI",
181462179.chatgpts-safety-protocols,2025-12-12T20:55:39.058Z,true,2025-12-12T20:55:39.225Z,2025-12-12T20:55:39.225Z,newsletter,everyone,ChatGPTs safety protocols,in its own words,
181461088.selonomy,2025-12-12T20:41:45.395Z,true,2025-12-12T20:41:45.540Z,2025-12-12T20:41:45.540Z,newsletter,everyone,Selonomy,yet another chatGPT invented word...,
181459994.drift-detection-protocol-ddp-v10,2025-12-12T20:30:13.813Z,true,2025-12-12T20:30:13.930Z,2025-12-12T20:30:13.930Z,newsletter,everyone,DRIFT-DETECTION PROTOCOL (DDP) — v1.0,A CHATGPT GENERATED DRIFT PROTOCOL,
181271027.ai-os,2025-12-10T20:47:05.967Z,true,2025-12-10T20:47:06.192Z,2025-12-10T20:47:06.192Z,newsletter,everyone,AI OS,,
181261794.ndando,2025-12-10T19:24:50.617Z,true,2025-12-10T19:24:50.937Z,2025-12-10T19:24:50.937Z,newsletter,everyone,Ndando,the language for programming AI (model) operating systems,
181258715.the-chatgpt-assessment,2025-12-10T18:11:18.182Z,true,2025-12-10T18:11:18.365Z,2025-12-10T18:11:18.365Z,newsletter,everyone,The ChatGPT assessment,"me asking chatGPT to assess itself, and the creation of an ""AI (model) operating system""",
181256634.mungu-philosophy,2025-12-10T17:35:37.645Z,true,2025-12-10T17:35:37.878Z,2025-12-10T17:35:37.878Z,newsletter,everyone,Mungu Philosophy,chatGPT philosophy hoopla,
181250769.unified-interaction-field-whitepaper,2025-12-10T16:23:32.437Z,true,2025-12-10T16:23:32.594Z,2025-12-10T16:23:32.594Z,newsletter,everyone,Unified Interaction Field” Whitepaper,some theoretical physics stuff,
181245590.the-self-assessment,2025-12-10T15:53:24.764Z,true,2025-12-10T15:53:24.969Z,2025-12-10T15:53:24.969Z,newsletter,everyone,The Self Assessment,having chatGPT assess me and our collaboration together,
181211041.the-ethics-of-it-all,2025-12-10T05:47:41.608Z,true,2025-12-10T05:47:41.810Z,2025-12-10T05:47:41.810Z,newsletter,everyone,The Ethics of it all,"an ethical profile, according to chatGPT",
181208321.why-mungu-theory-happened,2025-12-10T04:41:45.872Z,true,2025-12-10T04:41:46.065Z,2025-12-10T04:41:46.065Z,newsletter,everyone,Why Mungu Theory happened,According to ChatGPT,
181207787.the-songhai-model,2025-12-10T04:23:50.734Z,true,2025-12-10T04:23:50.852Z,2025-12-10T04:23:50.852Z,newsletter,everyone,The Songhai Model,A structure for coherence between a user and chatGPT,
181201547.the-foundations-of-systems,2025-12-10T02:25:21.681Z,true,2025-12-10T02:25:21.833Z,2025-12-10T02:25:21.833Z,newsletter,everyone,The Foundations of Systems,a living document,
181201532.systemology,2025-12-12T21:28:12.315Z,true,2025-12-12T21:28:12.491Z,2025-12-12T21:28:12.491Z,newsletter,everyone,Systemology," A Gentle, Extended Introduction",
181201187.374,,false,,,newsletter,everyone,,,
181201121.coming-soon,2025-12-10T02:10:11.449Z,true,2025-12-10T02:10:11.449Z,2025-12-10T02:10:11.449Z,newsletter,everyone,Welcome to Systemics,a first encounter,
181201120.how-to-use-the-substack-editor,,false,,,newsletter,everyone,,,
